chainage_m,y_m,z_m,radial_distance_m,Vp_m_per_s,Vs_m_per_s,density_g_cm3,poisson_ratio,dynamic_E_index,low_velocity_anomaly_score_q,geological_zone_label
1017172.0,5.0,-8.0,9.433981132056603,5264.8,3021.1,2.61,0.194,59.8,0.0,background
1017172.0,5.0,-7.0,8.602325267042627,5129.9,2918.3,2.541,0.206,54.6,0.0,background
1017172.0,5.0,-6.0,7.810249675906654,5205.4,2934.0,2.582,0.184,56.3,0.0,background
1017172.0,5.0,-5.0,7.0710678118654755,5023.7,2841.1,2.515,0.196,51.4,0.0,background
1017172.0,5.0,-4.0,6.4031242374328485,5005.8,2873.2,2.562,0.192,53.1,0.0,background
1017172.0,5.0,-3.0,5.830951894845301,5066.1,2855.4,2.573,0.185,53.2,0.0,background
1017172.0,5.0,-2.0,5.385164807134504,5182.1,2942.3,2.594,0.198,56.7,0.0,background
1017172.0,5.0,-1.0,5.0990195135927845,5073.7,2894.7,2.541,0.2,53.6,0.0,background
1017172.0,5.0,0.0,5.0,5297.8,3075.5,2.586,0.205,61.0,0.0,background
1017172.0,5.0,1.0,5.0990195135927845,5184.9,2920.4,2.569,0.185,55.5,0.0,background
1017172.0,5.0,2.0,5.385164807134504,4979.0,2829.8,2.563,0.194,51.8,0.0,background
1017172.0,5.0,3.0,5.830951894845301,5123.4,2923.8,2.626,0.209,56.5,0.0,background
1017172.0,5.0,4.0,6.4031242374328485,5062.5,2850.0,2.592,0.19,53.4,0.0,background
1017172.0,5.0,5.0,7.0710678118654755,4958.9,2906.2,2.495,0.182,52.2,0.0,background
1017172.0,5.0,6.0,7.810249675906654,5161.4,2924.4,2.628,0.212,56.8,0.0,background
1017172.0,5.0,7.0,8.602325267042627,5092.0,2988.3,2.557,0.198,56.5,0.0,background
1017172.0,5.0,8.0,9.433981132056603,5086.4,2948.1,2.584,0.177,56.0,0.0,background
1017172.0,6.0,-8.0,10.0,5217.7,2949.4,2.577,0.189,56.7,0.0,background
1017172.0,6.0,-7.0,9.219544457292887,5265.5,3050.6,2.613,0.183,60.7,0.0,background
1017172.0,6.0,-6.0,8.48528137423857,5186.1,2984.8,2.54,0.172,56.7,0.0,background
1017172.0,6.0,-5.0,7.810249675906654,5171.0,2961.0,2.591,0.185,57.1,0.0,background
1017172.0,6.0,-4.0,7.211102550927978,5018.9,2875.5,2.607,0.182,54.1,0.0,background
1017172.0,6.0,-3.0,6.708203932499369,5068.1,2894.9,2.637,0.185,55.6,0.0,background
1017172.0,6.0,-2.0,6.324555320336759,5315.1,3084.3,2.615,0.176,62.0,0.0,background
1017172.0,6.0,-1.0,6.082762530298219,5146.2,2906.1,2.578,0.164,55.1,0.0,background
1017172.0,6.0,0.0,6.0,5071.2,2883.8,2.595,0.189,54.4,0.0,background
1017172.0,6.0,1.0,6.082762530298219,5160.5,2920.5,2.532,0.175,54.6,0.0,background
1017172.0,6.0,2.0,6.324555320336759,5167.6,2922.1,2.587,0.189,55.9,0.0,background
1017172.0,6.0,3.0,6.708203932499369,5042.0,2869.2,2.528,0.179,52.5,0.0,background
1017172.0,6.0,4.0,7.211102550927978,5085.7,2846.0,2.568,0.204,52.9,0.0,background
1017172.0,6.0,5.0,7.810249675906654,5151.4,2904.0,2.578,0.188,55.1,0.0,background
1017172.0,6.0,6.0,8.48528137423857,5111.2,2925.1,2.578,0.203,55.4,0.0,background
1017172.0,6.0,7.0,9.219544457292887,4935.9,2777.2,2.595,0.181,50.8,0.0,background
1017172.0,6.0,8.0,10.0,4985.8,2933.6,2.597,0.182,55.2,0.0,background
1017172.0,7.0,-7.0,9.899494936611665,4965.7,2879.7,2.531,0.201,52.3,0.0,background
1017172.0,7.0,-6.0,9.219544457292887,5167.5,3012.5,2.581,0.19,58.2,0.0,background
1017172.0,7.0,-5.0,8.602325267042627,5044.2,2911.1,2.545,0.202,53.9,0.0,background
1017172.0,7.0,-4.0,8.06225774829855,5313.6,2997.2,2.579,0.193,58.7,0.0,background
1017172.0,7.0,-3.0,7.615773105863909,5107.1,2901.6,2.507,0.192,53.3,0.0,background
1017172.0,7.0,-2.0,7.280109889280518,4947.9,2853.3,2.515,0.188,51.2,0.0,background
1017172.0,7.0,-1.0,7.0710678118654755,5011.1,2896.0,2.555,0.165,53.5,0.0,background
1017172.0,7.0,0.0,7.0,4998.0,2909.7,2.57,0.186,54.1,0.0,background
1017172.0,7.0,1.0,7.0710678118654755,5119.6,2920.3,2.572,0.207,55.2,0.0,background
1017172.0,7.0,2.0,7.280109889280518,5179.1,2934.7,2.56,0.204,55.7,0.0,background
1017172.0,7.0,3.0,7.615773105863909,5111.1,2859.8,2.561,0.189,53.3,0.0,background
1017172.0,7.0,4.0,8.06225774829855,5130.3,2901.4,2.541,0.201,54.1,0.0,background
1017172.0,7.0,5.0,8.602325267042627,5144.2,2932.6,2.531,0.189,54.8,0.0,background
1017172.0,7.0,6.0,9.219544457292887,5024.1,2867.2,2.536,0.189,52.5,0.0,background
1017172.0,7.0,7.0,9.899494936611665,5078.3,2834.6,2.6,0.194,53.2,0.0,background
1017172.0,8.0,-6.0,10.0,5219.4,3049.2,2.599,0.191,60.0,0.0,background
1017172.0,8.0,-5.0,9.433981132056603,5061.0,2855.6,2.615,0.191,54.0,0.0,background
1017172.0,8.0,-4.0,8.94427190999916,5025.7,2895.4,2.575,0.194,54.0,0.0,background
1017172.0,8.0,-3.0,8.54400374531753,5183.9,2904.6,2.518,0.206,54.0,0.0,background
1017172.0,8.0,-2.0,8.246211251235321,4814.1,2743.2,2.542,0.205,48.2,0.0,background
1017172.0,8.0,-1.0,8.06225774829855,5209.7,2950.6,2.607,0.187,57.4,0.0,background
1017172.0,8.0,0.0,8.0,5241.6,2964.4,2.545,0.187,56.6,0.0,background
1017172.0,8.0,1.0,8.06225774829855,5169.4,2936.2,2.556,0.181,55.6,0.0,background
1017172.0,8.0,2.0,8.246211251235321,5182.0,2940.0,2.585,0.196,56.4,0.0,background
1017172.0,8.0,3.0,8.54400374531753,5137.4,2891.1,2.515,0.178,53.3,0.0,background
1017172.0,8.0,4.0,8.94427190999916,5106.9,2942.8,2.591,0.181,56.2,0.0,background
1017172.0,8.0,5.0,9.433981132056603,5078.6,2883.9,2.565,0.189,53.8,0.0,background
1017172.0,8.0,6.0,10.0,5095.0,2918.2,2.522,0.186,53.9,0.0,background
1017172.0,9.0,-4.0,9.848857801796104,5125.2,2908.7,2.564,0.182,54.8,0.0,background
1017172.0,9.0,-3.0,9.486832980505138,5039.8,2865.8,2.531,0.19,52.4,0.0,background
1017172.0,9.0,-2.0,9.219544457292887,5302.0,3007.5,2.626,0.18,60.0,0.0,background
1017172.0,9.0,-1.0,9.055385138137417,5035.0,2801.6,2.542,0.19,50.9,0.0,background
1017172.0,9.0,0.0,9.0,5113.3,2956.0,2.555,0.209,55.8,0.0,background
1017172.0,9.0,1.0,9.055385138137417,5137.7,2987.5,2.581,0.193,57.3,0.0,background
1017172.0,9.0,2.0,9.219544457292887,5151.1,2984.6,2.547,0.173,56.6,0.0,background
1017172.0,9.0,3.0,9.486832980505138,5088.0,2872.4,2.516,0.198,52.6,0.0,background
1017172.0,9.0,4.0,9.848857801796104,5202.7,3002.1,2.563,0.199,57.8,0.0,background
1017172.0,10.0,0.0,10.0,5139.7,2922.5,2.602,0.175,56.0,0.0,background
1017173.0,-10.0,0.0,10.0,5116.2,2916.8,2.599,0.172,55.7,0.0,background
1017173.0,-9.0,-4.0,9.848857801796104,5162.7,3004.8,2.549,0.172,57.3,0.0,background
1017173.0,-9.0,-3.0,9.486832980505138,5157.9,2967.0,2.599,0.187,57.3,0.0,background
1017173.0,-9.0,-2.0,9.219544457292887,5343.5,3006.4,2.624,0.191,60.2,0.0,background
1017173.0,-9.0,-1.0,9.055385138137417,5060.8,2832.6,2.587,0.178,52.8,0.0,background
1017173.0,-9.0,0.0,9.0,4983.0,2856.8,2.507,0.171,51.4,0.0,background
1017173.0,-9.0,1.0,9.055385138137417,5200.6,3027.0,2.569,0.202,58.6,0.0,background
1017173.0,-9.0,2.0,9.219544457292887,5317.9,3025.0,2.61,0.179,60.2,0.0,background
1017173.0,-9.0,3.0,9.486832980505138,5181.4,3000.6,2.62,0.192,58.9,0.0,background
1017173.0,-9.0,4.0,9.848857801796104,5042.9,2840.6,2.546,0.197,52.1,0.0,background
1017173.0,-8.0,-6.0,10.0,4952.1,2854.4,2.525,0.18,51.5,0.0,background
1017173.0,-8.0,-5.0,9.433981132056603,5049.3,2864.9,2.611,0.195,54.1,0.0,background
1017173.0,-8.0,-4.0,8.94427190999916,5203.1,3054.3,2.553,0.181,58.9,0.0,background
1017173.0,-8.0,-3.0,8.54400374531753,5158.4,2992.5,2.583,0.183,57.7,0.0,background
1017173.0,-8.0,-2.0,8.246211251235321,5263.6,2937.3,2.608,0.168,57.3,0.0,background
1017173.0,-8.0,-1.0,8.06225774829855,5179.2,2924.5,2.579,0.201,55.8,0.0,background
1017173.0,-8.0,0.0,8.0,4999.3,2760.4,2.561,0.161,50.0,0.0,background
1017173.0,-8.0,1.0,8.06225774829855,5051.5,2838.7,2.572,0.191,52.6,0.0,background
1017173.0,-8.0,2.0,8.246211251235321,5144.7,2966.5,2.598,0.173,57.2,0.0,background
1017173.0,-8.0,3.0,8.54400374531753,5123.1,2939.2,2.59,0.179,56.1,0.0,background
1017173.0,-8.0,4.0,8.94427190999916,4989.7,2847.2,2.515,0.207,51.3,0.0,background
1017173.0,-8.0,5.0,9.433981132056603,4939.2,2861.5,2.523,0.188,51.5,0.0,background
1017173.0,-8.0,6.0,10.0,5164.0,2944.3,2.562,0.197,55.9,0.0,background
1017173.0,-7.0,-7.0,9.899494936611665,5242.9,3062.7,2.593,0.185,60.4,0.0,background
1017173.0,-7.0,-6.0,9.219544457292887,4964.7,2818.4,2.535,0.187,50.8,0.0,background
1017173.0,-7.0,-5.0,8.602325267042627,5312.9,3001.0,2.57,0.193,58.6,0.0,background
1017173.0,-7.0,-4.0,8.06225774829855,5046.2,2956.6,2.519,0.19,54.6,0.0,background
1017173.0,-7.0,-3.0,7.615773105863909,5087.7,2937.9,2.583,0.209,55.7,0.0,background
1017173.0,-7.0,-2.0,7.280109889280518,5259.0,2991.1,2.578,0.199,58.2,0.0,background
1017173.0,-7.0,-1.0,7.0710678118654755,5232.3,3024.5,2.616,0.181,59.8,0.0,background
1017173.0,-7.0,0.0,7.0,5155.5,2974.7,2.569,0.182,56.9,0.0,background
1017173.0,-7.0,1.0,7.0710678118654755,4801.2,2741.2,2.53,0.185,47.8,0.0,background
1017173.0,-7.0,2.0,7.280109889280518,4971.1,2850.1,2.482,0.174,50.6,0.0,background
1017173.0,-7.0,3.0,7.615773105863909,5053.1,2850.1,2.572,0.195,52.9,0.0,background
1017173.0,-7.0,4.0,8.06225774829855,5174.8,2987.2,2.536,0.193,56.6,0.0,background
1017173.0,-7.0,5.0,8.602325267042627,5175.7,2967.5,2.551,0.194,56.4,0.0,background
1017173.0,-7.0,6.0,9.219544457292887,5017.5,2941.1,2.576,0.187,55.2,0.0,background
1017173.0,-7.0,7.0,9.899494936611665,4930.8,2749.4,2.555,0.206,49.2,0.0,background
1017173.0,-6.0,-8.0,10.0,5221.6,3045.6,2.603,0.177,60.0,0.0,background
1017173.0,-6.0,-7.0,9.219544457292887,5137.2,2972.9,2.563,0.187,56.6,0.0,background
1017173.0,-6.0,-6.0,8.48528137423857,5072.1,2939.0,2.542,0.172,54.8,0.0,background
1017173.0,-6.0,-5.0,7.810249675906654,5091.3,2874.9,2.556,0.18,53.5,0.0,background
1017173.0,-6.0,-4.0,7.211102550927978,5075.9,2924.6,2.554,0.182,54.7,0.0,background
1017173.0,-6.0,-3.0,6.708203932499369,5193.8,2964.1,2.594,0.207,57.4,0.0,background
1017173.0,-6.0,-2.0,6.324555320336759,5106.4,2923.2,2.572,0.182,55.2,0.0,background
1017173.0,-6.0,-1.0,6.082762530298219,5097.9,2936.1,2.595,0.184,56.0,0.0,background
1017173.0,-6.0,0.0,6.0,5036.9,2925.8,2.588,0.199,55.2,0.0,background
1017173.0,-6.0,1.0,6.082762530298219,5185.6,2950.2,2.51,0.181,55.1,0.0,background
1017173.0,-6.0,2.0,6.324555320336759,5142.3,2950.1,2.634,0.197,57.5,0.0,background
1017173.0,-6.0,3.0,6.708203932499369,5163.4,2893.2,2.565,0.2,54.6,0.0,background
1017173.0,-6.0,4.0,7.211102550927978,5110.6,2888.4,2.555,0.19,53.9,0.0,background
1017173.0,-6.0,5.0,7.810249675906654,5339.3,3063.0,2.63,0.194,61.9,0.0,background
1017173.0,-6.0,6.0,8.48528137423857,5022.1,2838.8,2.54,0.181,51.8,0.0,background
1017173.0,-6.0,7.0,9.219544457292887,4949.5,2783.5,2.572,0.18,50.6,0.0,background
1017173.0,-6.0,8.0,10.0,5340.0,3027.3,2.58,0.182,59.7,0.0,background
1017173.0,-5.0,-8.0,9.433981132056603,5057.8,2911.1,2.53,0.186,53.7,0.0,background
1017173.0,-5.0,-7.0,8.602325267042627,5148.6,2914.3,2.515,0.186,54.0,0.0,background
1017173.0,-5.0,-6.0,7.810249675906654,4939.4,2784.7,2.551,0.184,50.1,0.0,background
1017173.0,-5.0,-5.0,7.0710678118654755,5019.6,2869.3,2.538,0.185,52.5,0.0,background
1017173.0,-5.0,-4.0,6.4031242374328485,5030.4,2890.2,2.533,0.202,53.0,0.0,background
1017173.0,-5.0,-3.0,5.830951894845301,5275.2,3039.7,2.58,0.189,59.7,0.0,background
1017173.0,-5.0,-2.0,5.385164807134504,5490.2,3151.8,2.668,0.2,66.5,0.0,background
1017173.0,-5.0,-1.0,5.0990195135927845,4990.7,2837.7,2.537,0.193,51.5,0.0,background
1017173.0,-5.0,0.0,5.0,5206.8,2967.7,2.558,0.191,56.7,0.0,background
1017173.0,-5.0,1.0,5.0990195135927845,5182.7,2952.4,2.565,0.178,56.3,0.0,background
1017173.0,-5.0,2.0,5.385164807134504,5093.1,2941.7,2.53,0.187,54.7,0.0,background
1017173.0,-5.0,3.0,5.830951894845301,4915.4,2819.8,2.511,0.187,50.1,0.0,background
1017173.0,-5.0,4.0,6.4031242374328485,5073.9,2892.8,2.528,0.194,53.3,0.0,background
1017173.0,-5.0,5.0,7.0710678118654755,5130.5,2883.1,2.63,0.187,55.5,0.0,background
1017173.0,-5.0,6.0,7.810249675906654,5079.8,2868.3,2.512,0.192,52.3,0.0,background
1017173.0,-5.0,7.0,8.602325267042627,5245.2,2970.4,2.585,0.193,57.7,0.0,background
1017173.0,-5.0,8.0,9.433981132056603,5128.3,3006.8,2.538,0.198,56.8,0.0,background
1017173.0,-4.0,-9.0,9.848857801796104,5298.1,3046.6,2.558,0.195,59.5,0.0,background
1017173.0,-4.0,-8.0,8.94427190999916,5183.8,2935.2,2.525,0.204,55.0,0.0,background
1017173.0,-4.0,-7.0,8.06225774829855,5178.3,2925.0,2.623,0.208,56.8,0.0,background
1017173.0,-4.0,-6.0,7.211102550927978,5074.3,2929.6,2.518,0.198,54.0,0.0,background
1017173.0,-4.0,-5.0,6.4031242374328485,4970.8,2883.3,2.602,0.184,53.9,0.0,background
1017173.0,-4.0,-4.0,5.656854249492381,4969.8,2865.2,2.539,0.199,52.2,0.0,background
1017173.0,-4.0,-3.0,5.0,5064.9,2958.9,2.53,0.176,55.0,0.0,background
1017173.0,-4.0,-2.0,4.47213595499958,5137.0,2921.0,2.553,0.187,54.9,0.0,background
1017173.0,-4.0,-1.0,4.123105625617661,5039.2,2861.9,2.58,0.199,53.3,0.0,background
1017173.0,-4.0,0.0,4.0,4929.1,2843.8,2.521,0.196,51.0,0.0,background
1017173.0,-4.0,1.0,4.123105625617661,5040.5,2878.3,2.549,0.187,53.1,0.0,background
1017173.0,-4.0,2.0,4.47213595499958,5118.9,2873.9,2.596,0.181,54.4,0.0,background
1017173.0,-4.0,3.0,5.0,5228.9,3008.4,2.64,0.172,59.9,0.0,background
1017173.0,-4.0,4.0,5.656854249492381,4888.9,2734.8,2.522,0.184,48.0,0.0,background
1017173.0,-4.0,5.0,6.4031242374328485,5216.1,2949.4,2.591,0.184,57.0,0.0,background
1017173.0,-4.0,6.0,7.211102550927978,4910.3,2870.5,2.506,0.19,51.2,0.0,background
1017173.0,-4.0,7.0,8.06225774829855,4949.8,2804.3,2.508,0.207,49.9,0.0,background
1017173.0,-4.0,8.0,8.94427190999916,5181.1,2932.7,2.613,0.184,56.8,0.0,background
1017173.0,-4.0,9.0,9.848857801796104,5148.5,2936.0,2.577,0.187,55.9,0.0,background
1017173.0,-3.0,-9.0,9.486832980505138,5086.6,2916.4,2.58,0.181,55.1,0.0,background
1017173.0,-3.0,-8.0,8.54400374531753,5268.4,2942.8,2.538,0.209,56.0,0.0,background
1017173.0,-3.0,-7.0,7.615773105863909,4993.4,2899.7,2.565,0.183,53.7,0.0,background
1017173.0,-3.0,-6.0,6.708203932499369,5137.4,2921.5,2.581,0.188,55.6,0.0,background
1017173.0,-3.0,-5.0,5.830951894845301,4904.6,2859.6,2.575,0.197,52.3,0.0,background
1017173.0,-3.0,-4.0,5.0,5042.1,2896.2,2.56,0.178,53.8,0.0,background
1017173.0,-3.0,-3.0,4.242640687119285,5156.0,2915.3,2.631,0.184,56.6,0.0,background
1017173.0,-3.0,3.0,4.242640687119285,5130.7,2958.7,2.568,0.192,56.2,0.0,background
1017173.0,-3.0,4.0,5.0,4998.5,2828.4,2.555,0.191,51.7,0.0,background
1017173.0,-3.0,5.0,5.830951894845301,5164.5,3014.8,2.498,0.194,56.4,0.0,background
1017173.0,-3.0,6.0,6.708203932499369,5152.6,2839.4,2.599,0.192,53.7,0.0,background
1017173.0,-3.0,7.0,7.615773105863909,5226.7,3059.5,2.603,0.205,60.4,0.0,background
1017173.0,-3.0,8.0,8.54400374531753,5355.5,3027.6,2.53,0.185,58.7,0.0,background
1017173.0,-3.0,9.0,9.486832980505138,5235.4,3050.4,2.607,0.173,60.3,0.0,background
1017173.0,-2.0,-9.0,9.219544457292887,5170.9,2888.5,2.56,0.195,54.4,0.0,background
1017173.0,-2.0,-8.0,8.246211251235321,5101.4,2859.2,2.531,0.196,52.6,0.0,background
1017173.0,-2.0,-7.0,7.280109889280518,5186.7,2964.0,2.618,0.175,57.8,0.0,background
1017173.0,-2.0,-6.0,6.324555320336759,5117.3,2984.8,2.549,0.21,56.4,0.0,background
1017173.0,-2.0,-5.0,5.385164807134504,5176.4,3002.2,2.581,0.187,58.0,0.0,background
1017173.0,-2.0,-4.0,4.47213595499958,5093.9,2933.9,2.595,0.189,55.9,0.0,background
1017173.0,-2.0,4.0,4.47213595499958,5092.8,2864.3,2.571,0.182,53.5,0.0,background
1017173.0,-2.0,5.0,5.385164807134504,5151.8,2971.9,2.552,0.178,56.4,0.0,background
1017173.0,-2.0,6.0,6.324555320336759,5167.2,2882.8,2.571,0.208,54.4,0.0,background
1017173.0,-2.0,7.0,7.280109889280518,5094.2,2866.0,2.531,0.179,52.7,0.0,background
1017173.0,-2.0,8.0,8.246211251235321,5053.6,2946.9,2.601,0.18,56.1,0.0,background
1017173.0,-2.0,9.0,9.219544457292887,5134.8,2957.5,2.607,0.199,57.1,0.0,background
1017173.0,-1.0,-9.0,9.055385138137417,5038.0,2857.9,2.542,0.214,52.4,0.0,background
1017173.0,-1.0,-8.0,8.06225774829855,5171.9,2962.9,2.605,0.202,57.4,0.0,background
1017173.0,-1.0,-7.0,7.0710678118654755,5253.5,3007.8,2.642,0.181,60.1,0.0,background
1017173.0,-1.0,-6.0,6.082762530298219,5064.6,2836.5,2.563,0.198,52.4,0.0,background
1017173.0,-1.0,-5.0,5.0990195135927845,5074.4,2878.8,2.609,0.195,54.6,0.0,background
1017173.0,-1.0,-4.0,4.123105625617661,5197.3,2973.5,2.574,0.176,57.2,0.0,background
1017173.0,-1.0,4.0,4.123105625617661,5233.2,3008.6,2.649,0.2,60.1,0.0,background
1017173.0,-1.0,5.0,5.0990195135927845,5171.6,3004.4,2.554,0.195,57.4,0.0,background
1017173.0,-1.0,6.0,6.082762530298219,5001.7,2858.9,2.551,0.181,52.4,0.0,background
1017173.0,-1.0,7.0,7.0710678118654755,5003.0,2823.5,2.566,0.176,51.8,0.0,background
1017173.0,-1.0,8.0,8.06225774829855,5201.0,3019.0,2.535,0.192,57.6,0.0,background
1017173.0,-1.0,9.0,9.055385138137417,5091.7,2884.0,2.593,0.194,54.5,0.0,background
1017173.0,0.0,-10.0,10.0,5125.1,2936.6,2.588,0.205,56.0,0.0,background
1017173.0,0.0,-9.0,9.0,4947.6,2911.4,2.547,0.206,53.3,0.0,background
1017173.0,0.0,-8.0,8.0,5107.2,2910.9,2.596,0.194,55.4,0.0,background
1017173.0,0.0,-7.0,7.0,5109.8,2917.6,2.527,0.2,54.1,0.0,background
1017173.0,0.0,-6.0,6.0,4790.5,2717.7,2.556,0.191,47.7,0.0053,background
1017173.0,0.0,-5.0,5.0,5039.2,2891.6,2.537,0.192,53.2,0.0,background
1017173.0,0.0,-4.0,4.0,5026.2,2870.1,2.546,0.19,52.8,0.0,background
1017173.0,0.0,4.0,4.0,5075.9,2828.0,2.57,0.176,52.4,0.0,background
1017173.0,0.0,5.0,5.0,4999.9,2871.5,2.588,0.189,53.5,0.0,background
1017173.0,0.0,6.0,6.0,5069.3,2900.9,2.603,0.193,55.0,0.0,background
1017173.0,0.0,7.0,7.0,5087.2,2962.2,2.519,0.185,55.0,0.0,background
1017173.0,0.0,8.0,8.0,5242.9,2975.1,2.665,0.177,59.6,0.0,background
1017173.0,0.0,9.0,9.0,5307.1,3007.0,2.624,0.183,60.0,0.0,background
1017173.0,0.0,10.0,10.0,5040.9,2896.1,2.574,0.198,54.1,0.0,background
1017173.0,1.0,-9.0,9.055385138137417,5172.2,2973.0,2.556,0.187,56.6,0.0,background
1017173.0,1.0,-8.0,8.06225774829855,5276.3,3047.6,2.629,0.16,61.0,0.0,background
1017173.0,1.0,-7.0,7.0710678118654755,5168.1,2973.9,2.623,0.185,58.1,0.0,background
1017173.0,1.0,-6.0,6.082762530298219,5056.0,2953.2,2.581,0.202,55.9,0.0,background
1017173.0,1.0,-5.0,5.0990195135927845,4902.6,2759.9,2.544,0.187,49.1,0.0,background
1017173.0,1.0,-4.0,4.123105625617661,5135.7,2982.7,2.543,0.204,56.4,0.0,background
1017173.0,1.0,4.0,4.123105625617661,4998.2,2820.8,2.556,0.206,51.5,0.0,background
1017173.0,1.0,5.0,5.0990195135927845,5151.1,2926.7,2.575,0.182,55.7,0.0,background
1017173.0,1.0,6.0,6.082762530298219,4952.4,2781.2,2.585,0.199,50.8,0.0,background
1017173.0,1.0,7.0,7.0710678118654755,5183.7,2956.9,2.54,0.177,55.9,0.0,background
1017173.0,1.0,8.0,8.06225774829855,4981.2,2894.5,2.568,0.192,53.6,0.0,background
1017173.0,1.0,9.0,9.055385138137417,4853.9,2749.5,2.512,0.192,48.0,0.0,background
1017173.0,2.0,-9.0,9.219544457292887,5146.8,2941.9,2.57,0.184,55.9,0.0,background
1017173.0,2.0,-8.0,8.246211251235321,5041.2,2821.9,2.565,0.177,51.9,0.0,background
1017173.0,2.0,-7.0,7.280109889280518,5069.0,2912.3,2.615,0.174,55.6,0.0,background
1017173.0,2.0,-6.0,6.324555320336759,5150.9,2876.7,2.586,0.181,54.5,0.0,background
1017173.0,2.0,-5.0,5.385164807134504,5022.7,2843.5,2.528,0.18,51.7,0.0,background
1017173.0,2.0,-4.0,4.47213595499958,4996.0,2851.3,2.546,0.174,52.1,0.0,background
1017173.0,2.0,4.0,4.47213595499958,5102.5,2942.7,2.589,0.192,56.1,0.0,background
1017173.0,2.0,5.0,5.385164807134504,4857.0,2759.7,2.6,0.191,50.0,0.0,background
1017173.0,2.0,6.0,6.324555320336759,5168.0,2972.4,2.646,0.205,58.6,0.0,background
1017173.0,2.0,7.0,7.280109889280518,5290.5,3012.0,2.599,0.186,59.4,0.0,background
1017173.0,2.0,8.0,8.246211251235321,5007.7,2867.0,2.584,0.19,53.4,0.0,background
1017173.0,2.0,9.0,9.219544457292887,4976.8,2806.1,2.567,0.195,51.2,0.0,background
1017173.0,3.0,-9.0,9.486832980505138,5241.2,2993.2,2.611,0.187,58.9,0.0,background
1017173.0,3.0,-8.0,8.54400374531753,5190.7,2973.8,2.601,0.191,57.8,0.0,background
1017173.0,3.0,-7.0,7.615773105863909,5078.2,2927.6,2.627,0.188,56.3,0.0,background
1017173.0,3.0,-6.0,6.708203932499369,4902.9,2838.8,2.523,0.195,50.7,0.0,background
1017173.0,3.0,-5.0,5.830951894845301,5187.1,3016.2,2.557,0.205,57.9,0.0,background
1017173.0,3.0,-4.0,5.0,5018.1,2862.3,2.553,0.175,52.7,0.0,background
1017173.0,3.0,-3.0,4.242640687119285,5069.1,2931.4,2.574,0.181,55.2,0.0,background
1017173.0,3.0,3.0,4.242640687119285,5090.8,2889.8,2.559,0.183,53.9,0.0,background
1017173.0,3.0,4.0,5.0,5133.9,2980.6,2.535,0.191,56.1,0.0,background
1017173.0,3.0,5.0,5.830951894845301,5200.2,3065.2,2.54,0.175,58.9,0.0,background
1017173.0,3.0,6.0,6.708203932499369,5052.3,2890.6,2.575,0.192,54.1,0.0,background
1017173.0,3.0,7.0,7.615773105863909,5149.4,2939.1,2.543,0.191,55.3,0.0,background
1017173.0,3.0,8.0,8.54400374531753,5058.5,2878.1,2.573,0.189,53.7,0.0,background
1017173.0,3.0,9.0,9.486832980505138,4878.0,2836.1,2.564,0.19,51.3,0.0,background
1017173.0,4.0,-9.0,9.848857801796104,5084.3,2942.7,2.596,0.186,56.1,0.0,background
1017173.0,4.0,-8.0,8.94427190999916,5016.9,2814.3,2.532,0.195,51.0,0.0,background
1017173.0,4.0,-7.0,8.06225774829855,5173.7,3044.6,2.508,0.192,57.4,0.0,background
1017173.0,4.0,-6.0,7.211102550927978,5091.4,2865.4,2.501,0.19,52.1,0.0,background
1017173.0,4.0,-5.0,6.4031242374328485,5070.3,2903.8,2.546,0.168,53.9,0.0,background
1017173.0,4.0,-4.0,5.656854249492381,5153.5,2966.9,2.548,0.199,56.2,0.0,background
1017173.0,4.0,-3.0,5.0,5132.0,2919.4,2.579,0.185,55.4,0.0,background
1017173.0,4.0,-2.0,4.47213595499958,5238.1,3027.9,2.572,0.19,58.9,0.0,background
1017173.0,4.0,-1.0,4.123105625617661,4949.1,2803.5,2.53,0.197,50.3,0.0,background
1017173.0,4.0,0.0,4.0,5168.2,2827.8,2.68,0.183,55.1,0.0,background
1017173.0,4.0,1.0,4.123105625617661,5081.6,2905.8,2.497,0.203,53.0,0.0,background
1017173.0,4.0,2.0,4.47213595499958,5067.8,2851.6,2.543,0.182,52.4,0.0,background
1017173.0,4.0,3.0,5.0,5106.4,2852.9,2.525,0.192,52.3,0.0,background
1017173.0,4.0,4.0,5.656854249492381,5013.9,2844.0,2.603,0.178,53.2,0.0,background
1017173.0,4.0,5.0,6.4031242374328485,5312.9,3122.4,2.556,0.196,61.6,0.0,background
1017173.0,4.0,6.0,7.211102550927978,5169.6,2959.2,2.555,0.19,56.2,0.0,background
1017173.0,4.0,7.0,8.06225774829855,5155.7,2878.0,2.572,0.197,54.3,0.0,background
1017173.0,4.0,8.0,8.94427190999916,4867.2,2870.6,2.542,0.21,51.7,0.0,background
1017173.0,4.0,9.0,9.848857801796104,4902.2,2827.1,2.471,0.193,49.4,0.0,background
1017173.0,5.0,-8.0,9.433981132056603,5037.6,2858.6,2.519,0.19,52.0,0.0,background
1017173.0,5.0,-7.0,8.602325267042627,5076.6,2894.9,2.548,0.196,53.8,0.0,background
1017173.0,5.0,-6.0,7.810249675906654,5327.7,3065.7,2.577,0.194,60.7,0.0,background
